data_carga,UF_PROPONENTE,COD_MUNIC_IBGE,MUNIC_PROPONENTE,NR_PROPOSTA,DIA_PROPOSTA,MODALIDADE,NR_CONVENIO,ANO_Convenio,DIA_ASSIN_CONV,SIT_CONVENIO,INSTRUMENTO_ATIVO,PROGRAMA,ACAO,VL_GLOBAL_CONV,VL_REPASSE_CONV,VL_CONTRAPARTIDA_CONV,VL_EMPENHADO_CONV,VL_DESEMBOLSADO_CONV,VL_SALDO_REMAN_TESOURO,VL_SALDO_REMAN_CONVENENTE,VL_RENDIMENTO_APLICACAO,VL_INGRESSO_CONTRAPARTIDA,VL_SALDO_CONTA,VALOR_GLOBAL_ORIGINAL_CONV,NOME_FORNECEDOR,IDENTIF_FORNECEDOR,ANO_pgto,CATEGORIA_SUGERIDA,CATEGORIA_ROTAS,Divisao,VALOR_AGREGADO,QTD_AGREGADA,soma_vlr_agregado,UNIDADE_ITEM_INVESTIMENTO_META,MAX_QUANTIDADE_M2,custoM2,MEDIANA_CUSTO_M2,M2_estimado,KM_estimado
2026-06-01 06:52:13,AC,1200450,SENADOR GUIOMARD,98988/2013,2013-12-27,CONVENIO,799513,2013,2013-12-31,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,397960.0,390000.0,7960.0,390000.0,390000.0,15269.34,311.65,,7960.0,0.0,,GLOBAL CONSTRUCOES LTDA,04491027000185,2015.0,"Obras de Edificações - Galpões, Armazéns e Matadouros",,Obras,387841.5,1.0,,,,,134.04477169424123,,
2026-06-01 06:52:13,AC,1200203,CRUZEIRO DO SUL,99310/2013,2013-12-30,CONVENIO,799532,2013,2013-12-31,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,416667.0,400000.0,16667.0,400000.0,400000.0,,1253.29,,16667.0,0.0,,ABS SERVICOS LTDA,21760021000185,2016.0,Complexos Turísticos e de Lazer,,,402299.23,,,,,,134.04477169424123,,
2026-06-01 06:52:13,AC,1200138,BUJARI,25044/2014,2014-03-08,CONVENIO,801105,2014,2014-11-25,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,250500.0,250000.0,500.0,250000.0,250000.0,29530.28,59.04,,1109.02,0.0,,ZIG ELETRICIDADE E CONSTRUCOES IMP. E EXP. LTDA,08788130000142,2015.0,Pavimentação de Vias,,Obras,34517.55,1.0,226878.03999999998,,,,134.04477169424123,257.50761901206573,0.04291793650201096
2026-06-01 06:52:13,AC,1200138,BUJARI,25044/2014,2014-03-08,CONVENIO,801105,2014,2014-11-25,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,250500.0,250000.0,500.0,250000.0,250000.0,29530.28,59.04,,1109.02,0.0,,ZIG ELETRICIDADE E CONSTRUCOES IMP. E EXP. LTDA,08788130000142,2016.0,Pavimentação de Vias,,Obras,192360.49,1.0,226878.03999999998,,,,134.04477169424123,1435.046571146975,0.23917442852449586
2026-06-01 06:52:13,AC,1200203,CRUZEIRO DO SUL,18878/2014,2014-02-18,CONVENIO,801107,2014,2014-07-10,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,350705.0,350000.0,705.0,350000.0,350000.0,47766.86,96.22,,705.0,0.0,,NEGREIROS CONSTRUCOES CIVIS E ELETRICIDADES - EIRELI,03907285000137,2016.0,Praças e Espaços de Lazer,,,318725.76,,,,,,134.04477169424123,,
2026-06-01 06:52:13,AC,1200203,CRUZEIRO DO SUL,25515/2014,2014-03-10,CONVENIO,801108,2014,2014-08-11,Prestação de Contas Concluída,NÃO,,,250502.0,250000.0,502.0,250000.0,250000.0,21066.25,42.31,,502.0,0.0,,C P ROSAS CONSTRUCOES LTDA,11092802000195,2016.0,Outras obras e instalações,"Inovação, TIC e Desenvolvimento de Software",Obras,243322.86,1.0,,,,,134.04477169424123,,
2026-06-01 06:52:13,AC,1200500,SENA MADUREIRA,25083/2014,2014-03-09,CONVENIO,801110,2014,2014-07-09,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,500600.0,500000.0,600.0,500000.0,500000.0,55067.22,86.71,,600.0,0.0,,CONSTRUTORA DEUS PROVERA LTDA,15671899000141,2016.0,"Obras de Edificações - Mercados, Feiras e Centros de Eventos",Piscicultura e Aquicultura,Obras,494553.62,1.0,,,,,134.04477169424123,,
2026-06-01 06:52:13,AC,1200336,MÂNCIO LIMA,25299/2014,2014-03-10,CONVENIO,801112,2014,2014-08-04,Prestação de Contas Concluída,NÃO,,,250300.0,250000.0,300.0,250000.0,250000.0,37843.53,45.41,,300.0,0.0,,CONSTRUTORA BADARANE JUNIOR LTDA,02732302000180,2016.0,OUTROS / NAO CLASSIFICADO,,Outros,5284.26,0.0,,,,,134.04477169424123,,
2026-06-01 06:52:13,AC,1200336,MÂNCIO LIMA,25299/2014,2014-03-10,CONVENIO,801112,2014,2014-08-04,Prestação de Contas Concluída,NÃO,,,250300.0,250000.0,300.0,250000.0,250000.0,37843.53,45.41,,300.0,0.0,,CONSTRUTORA BADARANE JUNIOR LTDA,02732302000180,2016.0,Outros serviços,,Outros,223408.9,0.0,,,,,134.04477169424123,,
2026-06-01 06:52:13,AC,1200104,BRASILEIA,20136/2014,2014-02-21,CONVENIO,801114,2014,2014-11-21,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,1001005.0,1000000.0,1005.0,1000000.0,1000000.0,45228.36,45.45,,1005.0,0.0,,PREDIAL CONSTRUCOES LTDA,13676569000113,2016.0,Equipamentos de Educação,,,922350.45,,,,,,134.04477169424123,,
2026-06-01 06:52:13,AC,1200336,MÂNCIO LIMA,25108/2014,2014-03-09,CONVENIO,801117,2014,2014-08-04,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,757600.0,750000.0,7600.0,750000.0,750000.0,61589.48,624.11,,7600.0,0.0,,CONSTRUTORA BADARANE JUNIOR LTDA,02732302000180,2016.0,Praças e Espaços de Lazer,,,727686.24,,,,,,134.04477169424123,,
2026-06-01 06:52:13,AC,1200351,MARECHAL THAUMATURGO,23573/2014,2014-03-03,CONVENIO,801118,2014,2014-07-10,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,505060.0,500000.0,5060.0,500000.0,500000.0,86627.26,876.67,,5060.0,0.0,,CONSTRUTORA VALE LTDA,04951225000184,2016.0,Equipamentos Sociais e Assistência,,,220442.86,,,,,,134.04477169424123,,
2026-06-01 06:52:13,AC,1200351,MARECHAL THAUMATURGO,23573/2014,2014-03-03,CONVENIO,801118,2014,2014-07-10,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,505060.0,500000.0,5060.0,500000.0,500000.0,86627.26,876.67,,5060.0,0.0,,CONSTRUTORA VALE LTDA,04951225000184,2017.0,Equipamentos Sociais e Assistência,,,254293.03,,,,,,134.04477169424123,,
2026-06-01 06:52:13,AC,1200393,PORTO WALTER,25099/2014,2014-03-09,CONVENIO,801119,2014,2014-07-09,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,253300.0,253000.0,300.0,253000.0,253000.0,,31.05,,300.0,0.0,,PERFURACOES VALE LTDA,09079590000164,2016.0,Sistema de abastecimento de água - Obras,,Obras,249330.93,1.0,,,,,134.04477169424123,,
2026-06-01 06:52:13,AC,1200252,EPITACIOLÂNDIA,20406/2014,2014-02-24,CONVENIO,801120,2014,2014-07-09,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,700800.0,700000.0,800.0,700000.0,700000.0,152491.89,174.28,,919.5,0.0,,CONSTRUPLAN EMPREENDIMENTOS LTDA -ME-  - ME,10827208000132,2016.0,Praças e Espaços de Lazer,,,412607.37,,,,,,134.04477169424123,,
2026-06-01 06:52:13,AC,1200252,EPITACIOLÂNDIA,20406/2014,2014-02-24,CONVENIO,801120,2014,2014-07-09,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,700800.0,700000.0,800.0,700000.0,700000.0,152491.89,174.28,,919.5,0.0,,CONSTRUPLAN EMPREENDIMENTOS LTDA -ME-  - ME,10827208000132,2017.0,Praças e Espaços de Lazer,,,179232.03000000003,,,,,,134.04477169424123,,
2026-06-01 06:52:13,AC,1200336,MÂNCIO LIMA,25120/2014,2014-03-09,CONVENIO,801121,2014,2014-08-04,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,700800.0,700000.0,800.0,700000.0,700000.0,64748.69,74.0,,800.0,0.0,,CONSTRUTORA BADARANE JUNIOR LTDA,02732302000180,2016.0,Outras obras e instalações,,Obras,682151.19,1.0,,,,,134.04477169424123,,
2026-06-01 06:52:13,AC,1200393,PORTO WALTER,25048/2014,2014-03-08,CONVENIO,801122,2014,2014-08-15,Prestação de Contas Concluída,NÃO,,,300400.0,300000.0,400.0,300000.0,300000.0,51493.18,68.66,,400.0,0.0,,PERFURACOES VALE LTDA,09079590000164,2016.0,Energia Elétrica e Iluminação,,Obras,244250.53000000003,1.0,,,,,134.04477169424123,,
2026-06-01 06:52:13,AC,1200393,PORTO WALTER,25048/2014,2014-03-08,CONVENIO,801122,2014,2014-08-15,Prestação de Contas Concluída,NÃO,,,300400.0,300000.0,400.0,300000.0,300000.0,51493.18,68.66,,400.0,0.0,,PERFURACOES VALE LTDA,09079590000164,2017.0,Energia Elétrica e Iluminação,,Obras,28583.36,1.0,,,,,134.04477169424123,,
2026-06-01 06:52:13,AC,1200708,XAPURI,25032/2014,2014-03-08,CONVENIO,801123,2014,2014-07-09,Prestação de Contas Concluída,NÃO,,,376400.0,376000.0,400.0,376000.0,376000.0,57155.06,60.8,,400.0,0.0,,CONSTRUTORA MACIEL - COMERCIO E REPRESENTACOES LTDA,07684688000115,2016.0,Praças e Espaços de Lazer,,,370493.05,,,,,,134.04477169424123,,
2026-06-01 06:52:13,AC,1200203,CRUZEIRO DO SUL,25835/2014,2014-03-10,CONVENIO,801125,2014,2014-07-11,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,510205.0,500000.0,10205.0,500000.0,500000.0,92639.25,1890.77,,10205.0,0.0,,C P ROSAS CONSTRUCOES LTDA,11092802000195,2016.0,Outras obras e instalações,,Obras,441788.85,1.0,,,,,134.04477169424123,,
2026-06-01 06:52:13,AC,1200138,BUJARI,25029/2014,2014-03-08,CONVENIO,801130,2014,2014-11-25,Prestação de Contas Rejeitada,NÃO,,,500500.5,500000.0,500.5,500000.0,500000.0,38606.41,38.64,,17251.03,0.0,,CONCRETA ENGENHARIA E CONSTRUCAO LTDA,02402615000170,2016.0,Pavimentação de Vias,,Obras,490483.82999999996,1.0,490483.82999999996,,,,134.04477169424123,3659.104520083806,0.609850753347301
2026-06-01 06:52:13,AC,1200252,EPITACIOLÂNDIA,22967/2014,2014-02-28,CONVENIO,801132,2014,2014-07-11,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,400500.0,400000.0,500.0,400000.0,400000.0,90852.66,147.84,,500.0,0.0,,M. S. M. INDUSTRIAL LTDA,05394853000179,2016.0,Pavimentação de Vias,,Obras,319630.79,1.0,319630.79,,,,134.04477169424123,2384.507698137486,0.397417949689581
2026-06-01 06:52:13,AC,1200252,EPITACIOLÂNDIA,21973/2014,2014-02-26,CONVENIO,801133,2014,2014-07-09,Prestação de Contas Concluída,NÃO,,,400500.0,400000.0,500.0,400000.0,400000.0,54593.11,67.72,,500.0,0.0,,ELO ENGENHARIA LTDA,34713263000160,2016.0,Praças e Espaços de Lazer,,,381928.41,,,,,,134.04477169424123,,
2026-06-01 06:52:13,AC,1200252,EPITACIOLÂNDIA,25033/2014,2014-03-08,CONVENIO,801134,2014,2014-07-09,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,320400.0,320000.0,400.0,320000.0,320000.0,24487.41,30.05,,400.0,0.0,,CONSTRUPLAN EMPREENDIMENTOS LTDA -ME-  - ME,10827208000132,2016.0,Equipamentos de Educação,,,316926.3,,,,,,134.04477169424123,,
2026-06-01 06:52:13,RR,1400100,BOA VISTA,19730/2014,2014-02-20,CONVENIO,801135,2014,2014-07-10,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,5250000.0,5000000.0,250000.0,5000000.0,5000000.0,898423.11,44921.16,,250000.0,0.0,,CONSTRUTORA ARAUJO EIRELI,84011162000115,2016.0,Edificações Jurídicas e Segurança Pública,,,461522.77,,,,,,134.04477169424123,,
2026-06-01 06:52:13,RR,1400100,BOA VISTA,19730/2014,2014-02-20,CONVENIO,801135,2014,2014-07-10,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,5250000.0,5000000.0,250000.0,5000000.0,5000000.0,898423.11,44921.16,,250000.0,0.0,,CONSTRUTORA ARAUJO EIRELI,84011162000115,2017.0,Edificações Jurídicas e Segurança Pública,,,1963980.25,,,,,,134.04477169424123,,
2026-06-01 06:52:13,RR,1400100,BOA VISTA,19730/2014,2014-02-20,CONVENIO,801135,2014,2014-07-10,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,5250000.0,5000000.0,250000.0,5000000.0,5000000.0,898423.11,44921.16,,250000.0,0.0,,CONSTRUTORA ARAUJO EIRELI,84011162000115,2018.0,Edificações Jurídicas e Segurança Pública,,,1777915.57,,,,,,134.04477169424123,,
2026-06-01 06:52:13,RR,1400100,BOA VISTA,19730/2014,2014-02-20,CONVENIO,801135,2014,2014-07-10,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,5250000.0,5000000.0,250000.0,5000000.0,5000000.0,898423.11,44921.16,,250000.0,0.0,,CONSTRUTORA ARAUJO EIRELI,84011162000115,2019.0,Edificações Jurídicas e Segurança Pública,,,259224.15,,,,,,66.93831250150441,,
2026-06-01 06:52:13,RO,1100189,PIMENTA BUENO,18667/2014,2014-02-18,CONVENIO,801136,2014,2014-07-10,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,151500.0,150000.0,1500.0,150000.0,150000.0,9821.25,98.21,,1500.0,0.0,,MIRA COMERCIAL E SERVICOS - EIRELI,11091026000109,2015.0,Máquinas e equipamentos diversos,,Outros,20000.0,0.0,,,,,134.04477169424123,,
2026-06-01 06:52:13,RO,1100189,PIMENTA BUENO,18667/2014,2014-02-18,CONVENIO,801136,2014,2014-07-10,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,151500.0,150000.0,1500.0,150000.0,150000.0,9821.25,98.21,,1500.0,0.0,,SOTREQ S/A,34151100000130,2015.0,Máquinas Pesadas (Linha Amarela),,,131500.0,,,,,,134.04477169424123,,
2026-06-01 06:52:13,RO,1100403,ALTO PARAÍSO,13430/2014,2014-02-14,CONVENIO,801137,2014,2014-08-14,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,306000.0,300000.0,6000.0,300000.0,300000.0,88645.69,1770.25,,6000.0,0.0,,FREITAS E FREITAS CONSTRUCOES E SERVICOS LTDA - ME,15579455000180,2016.0,Praças e Espaços de Lazer,,,64063.12,,,,,,134.04477169424123,,
2026-06-01 06:52:13,RO,1100403,ALTO PARAÍSO,13430/2014,2014-02-14,CONVENIO,801137,2014,2014-08-14,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,306000.0,300000.0,6000.0,300000.0,300000.0,88645.69,1770.25,,6000.0,0.0,,FREITAS E FREITAS CONSTRUCOES E SERVICOS LTDA - ME,15579455000180,2017.0,Praças e Espaços de Lazer,,,187110.02000000002,,,,,,134.04477169424123,,
2026-06-01 06:52:13,RO,1100502,NOVO HORIZONTE DO OESTE,19132/2014,2014-02-19,CONVENIO,801138,2014,2014-07-10,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,260000.0,250000.0,10000.0,250000.0,250000.0,13315.27,532.61,,10000.0,0.0,,ECS COMERCIO DE VEICULOS E EQUIPAMENTOS LTDA,08206867000100,2015.0,Caminhões e Veículos de Carga,,,256000.0,,,,,,134.04477169424123,,
2026-06-01 06:52:13,RO,1101492,SÃO FRANCISCO DO GUAPORÉ,20134/2014,2014-02-21,CONVENIO,801139,2014,2014-07-10,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,505051.0,500000.0,5051.0,500000.0,500000.0,40034.43,404.42,,5051.0,0.0,,BATISTA COMERCIO E PRESTACAO DE SERVICOS LTDA,15229044000165,2015.0,Edificações Públicas — Administrativas,,,57459.23,,,,,,134.04477169424123,,
2026-06-01 06:52:13,RO,1101492,SÃO FRANCISCO DO GUAPORÉ,20134/2014,2014-02-21,CONVENIO,801139,2014,2014-07-10,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,505051.0,500000.0,5051.0,500000.0,500000.0,40034.43,404.42,,5051.0,0.0,,BATISTA COMERCIO E PRESTACAO DE SERVICOS LTDA,15229044000165,2016.0,Edificações Públicas — Administrativas,,,447533.38,,,,,,134.04477169424123,,
2026-06-01 06:52:13,RO,1101492,SÃO FRANCISCO DO GUAPORÉ,19666/2014,2014-02-20,CONVENIO,801140,2014,2014-07-10,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,353536.0,350000.0,3536.0,350000.0,350000.0,10729.57,108.4,,4880.48,0.0,,PRE-MOLDADOS POLITA COMERCIO E SERVICOS LTDA - ME,10430483000118,2015.0,Pavimentação de Vias,,Obras,107866.73,1.0,347843.35,,,,134.04477169424123,804.7067307186447,0.13411778845310746
2026-06-01 06:52:13,RO,1101492,SÃO FRANCISCO DO GUAPORÉ,19666/2014,2014-02-20,CONVENIO,801140,2014,2014-07-10,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,353536.0,350000.0,3536.0,350000.0,350000.0,10729.57,108.4,,4880.48,0.0,,PRE-MOLDADOS POLITA COMERCIO E SERVICOS LTDA - ME,10430483000118,2016.0,Pavimentação de Vias,,Obras,239976.62,1.0,347843.35,,,,134.04477169424123,1790.2721379345655,0.2983786896557609
2026-06-01 06:52:13,AC,1200104,BRASILEIA,23555/2014,2014-03-03,CONVENIO,801141,2014,2014-11-21,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,404050.0,400000.0,4050.0,400000.0,400000.0,201675.69,2041.97,,4050.0,0.0,,ELO ENGENHARIA LTDA,34713263000160,2016.0,Pavimentação de Vias,,Obras,222994.5,1.0,222994.5,,,,134.04477169424123,1663.5822283964558,0.27726370473274264
2026-06-01 06:52:13,AM,1302207,JURUÁ,23462/2014,2014-03-01,CONVENIO,801220,2014,2014-07-10,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,1011000.0,1000000.0,11000.0,1000000.0,1000000.0,21842.25,240.26,,11000.0,0.0,,PRIVADO ENGENHARIA LTDA,06939058000181,2016.0,Garagens e Pátios Municipais,,,474906.8,,,,,,134.04477169424123,,
2026-06-01 06:52:13,AM,1302207,JURUÁ,23462/2014,2014-03-01,CONVENIO,801220,2014,2014-07-10,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,1011000.0,1000000.0,11000.0,1000000.0,1000000.0,21842.25,240.26,,11000.0,0.0,,PRIVADO ENGENHARIA LTDA,06939058000181,2017.0,Garagens e Pátios Municipais,,,479230.98,,,,,,134.04477169424123,,
2026-06-01 06:52:13,AM,1302207,JURUÁ,23458/2014,2014-03-01,CONVENIO,801221,2014,2014-07-10,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,2022000.0,2000000.0,22000.0,1000000.0,1000000.0,84019.51,924.22,,22000.0,0.0,,COSTA E DAMASCENO CONSTRUCAO LTDA,14418961000125,2016.0,Centros Comunitários e Sociais,,,979961.3399999999,,,,,,134.04477169424123,,
2026-06-01 06:52:13,AM,1301951,ITAMARATI,24173/2014,2014-03-06,CONVENIO,801222,2014,2014-07-10,Prestação de Contas Rejeitada,NÃO,Programa Calha Norte,1211,1889075.0,1843000.0,46075.0,1843000.0,1843000.0,46971.14,1174.27,,46075.0,0.0,,COSTA E DAMASCENO CONSTRUCAO LTDA,14418961000125,2015.0,Elaboração de projeto básico e/ou executivo,,Projetos,3486.07,1.0,,,,,134.04477169424123,,
2026-06-01 06:52:13,AM,1301951,ITAMARATI,24173/2014,2014-03-06,CONVENIO,801222,2014,2014-07-10,Prestação de Contas Rejeitada,NÃO,Programa Calha Norte,1211,1889075.0,1843000.0,46075.0,1843000.0,1843000.0,46971.14,1174.27,,46075.0,0.0,,COSTA E DAMASCENO CONSTRUCAO LTDA,14418961000125,2015.0,Pavimentação de Vias,,Obras,287160.66,1.0,1690236.21,,,,134.04477169424123,2142.274229501611,0.35704570491693516
2026-06-01 06:52:13,AM,1301951,ITAMARATI,24173/2014,2014-03-06,CONVENIO,801222,2014,2014-07-10,Prestação de Contas Rejeitada,NÃO,Programa Calha Norte,1211,1889075.0,1843000.0,46075.0,1843000.0,1843000.0,46971.14,1174.27,,46075.0,0.0,,COSTA E DAMASCENO CONSTRUCAO LTDA,14418961000125,2016.0,Pavimentação de Vias,,Obras,1403075.55,1.0,1690236.21,,,,134.04477169424123,10467.21578369683,1.7445359639494717
2026-06-01 06:52:13,AM,1302405,LÁBREA,23163/2014,2014-02-28,CONVENIO,801223,2014,2014-07-10,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,1025000.0,1000000.0,25000.0,500000.0,500000.0,56166.28,1404.16,,12500.0,0.0,,CARDINAL SERVICOS FLORESTAIS E CONSTRUCAO LTDA - ME,04398814000187,2016.0,Pavimentação de Vias,,Obras,433520.66,1.0,433520.66,,,,134.04477169424123,3234.1482216767777,0.5390247036127963
2026-06-01 06:52:13,AM,1300805,BORBA,24206/2014,2014-03-06,CONVENIO,801224,2014,2014-07-10,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,1025000.0,1000000.0,25000.0,1000000.0,1000000.0,44378.37,1109.46,,25000.0,0.0,,"SVX SERVICOS PROFISSIONAIS, CONSTRUCOES E TRANSPORTE LTDA - EPP",13183508000114,2015.0,Pavimentação de Vias,,Obras,164077.4,1.0,980450.4199999999,,,,134.04477169424123,1224.049233149233,0.20400820552487217
2026-06-01 06:52:13,AM,1300805,BORBA,24206/2014,2014-03-06,CONVENIO,801224,2014,2014-07-10,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,1025000.0,1000000.0,25000.0,1000000.0,1000000.0,44378.37,1109.46,,25000.0,0.0,,"SVX SERVICOS PROFISSIONAIS, CONSTRUCOES E TRANSPORTE LTDA - EPP",13183508000114,2016.0,Pavimentação de Vias,,Obras,320422.48,1.0,980450.4199999999,,,,134.04477169424123,2390.4138591163405,0.3984023098527234
2026-06-01 06:52:13,AM,1300805,BORBA,24206/2014,2014-03-06,CONVENIO,801224,2014,2014-07-10,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,1025000.0,1000000.0,25000.0,1000000.0,1000000.0,44378.37,1109.46,,25000.0,0.0,,MUNIZ CONSTRUCAO E NAVEGACAO EIRELI,34592592000108,2017.0,Pavimentação de Vias,,Obras,495950.54,1.0,980450.4199999999,,,,134.04477169424123,3699.887237163363,0.6166478728605604
2026-06-01 06:52:13,AM,1300805,BORBA,24292/2014,2014-03-06,CONVENIO,801225,2014,2014-07-10,Prestação de Contas Rejeitada,NÃO,Programa Calha Norte,1211,1025000.0,1000000.0,25000.0,500000.0,500000.0,49630.94,1240.78,,25000.0,0.0,,"SVX SERVICOS PROFISSIONAIS, CONSTRUCOES E TRANSPORTE LTDA - EPP",13183508000114,2015.0,Equipamentos Esportivos,,,125466.73999999999,,,,,,134.04477169424123,,
2026-06-01 06:52:13,AM,1300805,BORBA,24292/2014,2014-03-06,CONVENIO,801225,2014,2014-07-10,Prestação de Contas Rejeitada,NÃO,Programa Calha Norte,1211,1025000.0,1000000.0,25000.0,500000.0,500000.0,49630.94,1240.78,,25000.0,0.0,,"SVX SERVICOS PROFISSIONAIS, CONSTRUCOES E TRANSPORTE LTDA - EPP",13183508000114,2016.0,Equipamentos Esportivos,,,356926.8,,,,,,134.04477169424123,,
2026-06-01 06:52:13,RO,1100379,ALTO ALEGRE DOS PARECIS,13678/2014,2014-02-14,CONVENIO,801228,2014,2014-08-29,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,347000.0,340000.0,7000.0,340000.0,340000.0,11232.41,231.26,,7000.0,0.0,,RONDONIA COMERCIO DE CAMINHOES E MAQUINAS LTDA,15359395000190,2015.0,Aquisição de Veículos (Frota Leve),,Equipamentos,346997.0,1.0,,,,,134.04477169424123,,
2026-06-01 06:52:13,RO,1100254,PRESIDENTE MÉDICI,24987/2014,2014-03-08,CONVENIO,801231,2014,2014-08-14,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,303040.0,300000.0,3040.0,300000.0,300000.0,32029.81,324.57,,3040.0,0.0,,TORK-SUL COMERCIO DE PECAS E MAQUINAS LTDA,05662126000307,2015.0,Máquinas Pesadas (Linha Amarela),,,279997.0,,,,,,134.04477169424123,,
2026-06-01 06:52:13,RO,1100049,CACOAL,18475/2014,2014-02-17,CONVENIO,801232,2014,2014-07-09,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,1022000.0,1000000.0,22000.0,1000000.0,1000000.0,200880.72,4419.38,,22000.0,0.0,,DE NIGRIS DISTRIBUIDORA DE VEICULOS LTDA,61591459000100,2015.0,Aquisição de Veículos (Frota Leve),,Equipamentos,174748.0,1.0,,,,,134.04477169424123,,
2026-06-01 06:52:13,RO,1100049,CACOAL,18475/2014,2014-02-17,CONVENIO,801232,2014,2014-07-09,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,1022000.0,1000000.0,22000.0,1000000.0,1000000.0,200880.72,4419.38,,22000.0,0.0,,TORK-SUL COMERCIO DE PECAS E MAQUINAS LTDA,05662126000730,2015.0,Máquinas Pesadas (Linha Amarela),,,202500.0,,,,,,134.04477169424123,,
2026-06-01 06:52:13,RO,1100049,CACOAL,18475/2014,2014-02-17,CONVENIO,801232,2014,2014-07-09,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,1022000.0,1000000.0,22000.0,1000000.0,1000000.0,200880.72,4419.38,,22000.0,0.0,,VENEZIA COMERCIO DE CAMINHOES LTDA,01824931000177,2015.0,Caminhões e Veículos de Carga,,,516000.0,,,,,,134.04477169424123,,
2026-06-01 06:52:13,RO,1100056,CEREJEIRAS,15428/2014,2014-02-14,CONVENIO,801233,2014,2014-07-09,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,255000.0,250000.0,5000.0,250000.0,250000.0,21299.21,425.98,,5000.0,0.0,,COESO CONCRETO ESTRUTURA E OBRAS EIRELI,13618408000173,2015.0,Pavimentação de Vias,,Obras,234573.51,1.0,234573.51,,,,134.04477169424123,1749.9638891926857,0.29166064819878096
2026-06-01 06:52:13,RO,1101492,SÃO FRANCISCO DO GUAPORÉ,20761/2014,2014-02-25,CONVENIO,801235,2014,2014-07-10,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,292930.0,290000.0,2930.0,290000.0,290000.0,7742.48,78.23,,2930.0,0.0,,PRE-MOLDADOS POLITA COMERCIO E SERVICOS LTDA - ME,10430483000118,2015.0,Pavimentação de Vias,,Obras,222874.68,1.0,292930.0,,,,134.04477169424123,1662.6883479527387,0.2771147246587898
2026-06-01 06:52:13,RO,1101492,SÃO FRANCISCO DO GUAPORÉ,20761/2014,2014-02-25,CONVENIO,801235,2014,2014-07-10,Prestação de Contas Concluída,NÃO,Programa Calha Norte,1211,292930.0,290000.0,2930.0,290000.0,290000.0,7742.48,78.23,,2930.0,0.0,,PRE-MOLDADOS POLITA COMERCIO E SERVICOS LTDA - ME,10430483000118,2016.0,Pavimentação de Vias,,Obras,70055.32,1.0,292930.0,,,,134.04477169424123,522.6262771352066,0.08710437952253443
